feature	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Linnemannia..s__Linnemannia_amoeboidea	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_ahsii	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_portentosum	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.2	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_integriformis	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.4	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	k__Fungi............	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.5	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum	k__Fungi.............1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Pseudotomentella..s__Pseudotomentella_nigra	k__Fungi.............2	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.1	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...1	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Clavulina..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Mycenaceae..g__Mycena..	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Exophiala..s__Exophiala_radicis	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Pseudosperma..s__Pseudosperma_amabile	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.2	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Hymenogastraceae..g__Hymenogaster..s__Hymenogaster_parksii	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inosperma..s__Inosperma_acutofulvum	k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella...1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Hygrophoraceae..g__Hygrophorus..s__Hygrophorus_chrysodon	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Geopora..s__Geopora_tolucana	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.6	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae....	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii.1	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Amanitaceae..g__Amanita..s__Amanita_pantherinoides	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.8	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..s__Mortierella_yunnanensis	k__Fungi..p__Ascomycota..c__Leotiomycetes........	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_galzinii	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae....	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.2	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Geopora..s__Geopora_cooperi	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae.....1	k__Fungi..p__Basidiomycota..........	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....1	k__Fungi..p__Ascomycota..........	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp.1	k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	k__Fungi..p__Basidiomycota...........1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	k__Fungi.............3	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__unidentified..f__unidentified..g__unidentified..s__Microbotryomycetes_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Polyporales..f__Ganodermataceae..g__Ganoderma..s__Ganoderma_applanatum	k__Fungi..p__Ascomycota..c__Laboulbeniomycetes..o__Pyxidiophorales..f__unidentified..g__unidentified..s__Pyxidiophorales_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala...1	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales......	k__Fungi..p__Basidiomycota...........2	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiales_fam_Incertae_sedis..g__Leptodophora..s__Leptodophora_orchidicola	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..s__Basidioascus_undulatus	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales......	k__Fungi.............4	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Ploettnerulaceae..g__Cadophora..s__Cadophora_ramosa	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Lyophyllaceae..g__Lyophyllum..s__Lyophyllum_sp	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales.......1	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__unidentified..g__unidentified..s__Mytilinidiales_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Tricharina..s__Tricharina_sp	k__Fungi..p__Mortierellomycota..........	k__Fungi..p__Calcarisporiellomycota..c__Calcarisporiellomycetes..o__Calcarisporiellales..f__Calcarisporiellaceae..g__Calcarisporiella..s__Calcarisporiella_sp	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Didymosphaeriaceae..g__Paraphaeosphaeria..s__Paraphaeosphaeria_viciae	k__Fungi..p__Ascomycota..c__Sordariomycetes..o__Hypocreales..f__Hypocreales_fam_Incertae_sedis..g__Trichothecium..s__Trichothecium_crotocinigenum	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__unidentified..s__Mortierellaceae_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Warcupia..s__Warcupia_terrestris	k__Fungi..p__Rozellomycota..c__unidentified..o__unidentified..f__unidentified..g__unidentified..s__Rozellomycota_sp	k__Fungi..p__Mucoromycota..c__Endogonomycetes..o__GS22..f__unidentified..g__unidentified..s__GS22_sp
ASCC11_C2_5_0923_SJ_1C_15	215	291	20	422	0	0	0	856	375	0	1045	0	462	0	164	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	73	0	0	889	0	0	0	0	0	0	0	0	52	0	0	0	16	0	37	0	34	0	0	73	0	15	0	0	0	0	104	0	28	0	0	0	0	0	0	72	0	0	0	0	0	0	69	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	43	46
ASCC17_T4A_3_0923_SJ_1C_15	389	95	1991	0	0	190	0	108	207	0	178	0	0	81	0	321	0	183	0	131	45	427	0	302	350	0	0	289	0	0	115	0	0	0	0	0	0	0	77	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC18_C3_5_0923_SJ_1C_15	679	201	115	0	0	0	0	905	439	0	585	262	454	0	238	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	308	0	0	0	0	12	0	0	0	3	0	0	179	0	0	0	0	0	0	0	0	0	0	120	82	403	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	59	0	9	42	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASCC19_T2B_2_0923_SJ_1C_15	0	375	0	249	0	0	0	40	571	0	0	0	844	0	1325	0	0	0	0	0	0	0	0	0	0	61	0	4	0	0	0	0	0	95	0	0	0	0	90	0	0	0	0	0	0	499	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	26	0	20	0	0	0	0	0	0	12	0	0	0	0	0	0	36	0	136	0	0	41	61	0	0	0	26	0	0	0	0	0	0	31	0
ASCC2_T1A_6_0923_SJ_1C_15	1225	320	0	0	0	86	0	0	188	1578	0	0	68	0	125	87	0	0	0	0	0	0	0	0	87	0	0	21	0	0	0	741	0	8	0	0	0	0	201	0	38	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	67	63	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	6	0	51	0	0	0	32	0	0	12	0	0	0	0
ASCC21_T2C_3_0923_SJ_1C_15	28	0	83	1190	0	0	0	0	0	0	0	0	37	0	0	64	0	0	0	0	0	0	0	0	0	2863	0	9	0	0	0	0	15	8	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	83	0	0	0	0	0	6	11	0	0	0	0	0	10	0	0	17	0	0	0	46	0	16	0	0	0	74	0	0	0	28	36	0	0	0	0	0	0	0
ASCC22_T3B_5_0923_SJ_1C_15	64	2103	205	170	0	293	0	0	275	0	0	0	108	0	0	0	0	0	1675	0	0	0	0	0	0	126	0	0	0	0	0	182	0	136	0	0	10	0	57	0	0	0	0	0	0	0	0	0	0	109	1207	397	0	52	0	0	0	0	0	0	0	12	0	0	13	7	0	110	0	0	0	0	35	35	0	0	0	0	51	0	14	0	0	0	77	0	0	0	0	0	8	0	32	0	46	0	0	0
ASCC23_C4_4_0923_SJ_1C_15	118	56	223	208	0	0	0	0	90	0	134	0	174	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	1857	0	29	0	0	0	1215	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	72	0	0	0	0	0	0	3	0	0	0	0	0	0	0	65	0	0	0	0	30	0	0	58	0	8	11	114	3	3	12	0	10
ASCC26_C4_6_0923_SJ_1C_15	557	164	390	0	0	0	0	0	99	789	250	0	124	0	0	0	0	0	246	0	0	0	0	0	0	10	0	0	0	0	0	2166	0	71	0	0	0	0	0	0	0	0	0	127	219	0	0	0	0	0	0	0	0	169	0	0	0	329	0	0	0	0	0	0	0	34	0	0	0	0	0	0	9	0	0	0	0	22	0	0	145	0	0	0	27	7	0	0	41	84	0	0	2	23	0	0	0	0
ASCC278_85_0823_SF_1C_15	0	0	0	0	0	0	4846	0	12	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASCC279_168_0823_SF_1C_15	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	33	42	0	422	0	12	0	0	104	0	0	190	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	4	0	0	0	25	50	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC28_C1_5_0923_SJ_1C_15	518	226	307	54	0	0	0	1009	277	679	108	27	64	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	51	0	0	0	0	0	111	0	0	0	0	0	46	0	0	963	0	0	57	0	52	0	0	0	86	0	13	22	248	83	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	98	0	0	10	0	14	0	9	65	0	0	0	0
ASCC280_37_0823_SF_1C_15	242	40	0	0	1799	89	0	0	31	0	0	0	0	110	0	118	176	17	0	0	0	0	73	104	0	0	402	14	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	146	235	0	0	0	0	38	0	0	0	0	0	0	0	0	0	3	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASCC282_154_0823_SF_1C_15	0	364	0	0	74	39	0	0	0	0	0	0	0	0	0	506	800	0	0	0	376	214	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	34	0	0	73	0	0	0	0	7	66	0	19	2	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC289_114_0823_SF_1C_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	732	0	0	0	360	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	30	0	0	0	330	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASCC29_C3_3_0923_SJ_1C_15	1812	269	91	246	0	0	0	331	501	0	2236	778	664	0	111	0	0	0	0	0	0	0	0	0	0	280	0	0	0	19	0	0	0	159	0	0	0	0	30	2	0	240	0	341	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	50	0	311	0	0	60	5	86	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC291_84_0823_SF_1C_15	0	41	147	0	0	0	0	0	32	0	0	0	0	0	119	41	327	0	0	50	668	0	0	0	91	0	2	7	95	0	23	0	0	0	26	0	0	0	121	0	0	0	0	0	0	0	147	0	220	0	0	0	0	0	220	0	0	0	0	0	10	0	0	0	0	24	0	0	79	0	23	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC297_64_0823_SF_1C_15	0	0	17	0	108	0	5262	0	0	0	0	0	0	0	0	91	357	0	0	441	1111	0	257	28	73	0	762	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	54	0	0	0	0	0	538	94	0	0	0	0	0	0	0	0	0	10	0	22	0	42	13	0	0	0	0	0	25	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC30_T1A_2_0923_SJ_1C_15	1913	457	343	0	0	794	0	0	195	0	0	1249	0	0	0	73	0	0	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	726	227	0	0	80	0	0	65	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	25	2	0	0	0	0	134	0	0	4	0	6	0	0	0	0	0
ASCC300_32_0823_SF_1C_15	63	43	30	0	1053	0	20	0	279	0	0	0	0	1269	0	126	34	303	0	0	0	0	0	183	60	0	392	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	134	0	44	0	0	0	328	0	113	129	0	0	0	0	12	0	0	0	0	0	0	50	0	46	55	0	0	0	94	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC301_16_0823_SF_1C_15	0	150	0	0	1423	0	0	0	14	0	0	0	0	85	0	9	825	0	0	375	142	343	0	420	164	0	1919	50	0	0	38	0	0	0	0	0	0	2222	101	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	51	3	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC306_8_0823_SF_1C_15	115	32	0	0	39	0	0	0	553	0	0	0	0	0	0	196	410	106	0	0	48	7	0	198	90	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	27	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC309_26_0823_SF_1C_15	0	0	0	99	0	0	0	0	26	0	0	0	0	0	0	53	34	180	0	0	72	98	0	0	0	0	423	0	63	0	0	0	0	0	0	197	0	0	83	0	0	0	0	65	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	22	0	0	0	0	0	49	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC310_122_0823_SF_1C_15	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	624	0	0	0	70	9	453	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	71	0	45	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC311_103_0823_SF_1C_15	0	0	211	0	0	0	874	0	0	0	0	0	0	0	0	21	502	0	0	0	528	0	0	81	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	38	0	24	0	0	0	0	0	0	0	0	0	15	18	0	81	0	0	0	0	0	0	54	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC313_55_0823_SF_1C_15	0	0	0	0	0	0	0	0	130	0	0	0	0	192	0	7	0	9	0	0	150	0	130	40	0	0	387	0	0	0	0	0	0	0	0	0	0	53	62	0	0	0	0	0	0	0	283	28	0	0	0	0	169	0	0	50	0	0	0	0	0	0	0	0	0	10	0	0	128	14	0	23	0	0	67	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC314_151_0823_SF_1C_15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	60	38	0	0	427	0	0	363	31	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	568	20	0	0	0	0	0	0	0	0	12	35	0	0	0	0	197	50	0	0	0	4	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
