feature	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Linnemannia..s__Linnemannia_amoeboidea	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_ahsii	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.1	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.2	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_integriformis	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.4	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.5	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.6	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	k__Fungi............	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum	k__Fungi.............1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Pseudotomentella..s__Pseudotomentella_nigra	k__Fungi.............2	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_aurantioflammans	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Clavulina..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Exophiala..s__Exophiala_radicis	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Pseudosperma..s__Pseudosperma_amabile	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae....	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.1	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella...1	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.1	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.8	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Hygrophoraceae..g__Hygrophorus..s__Hygrophorus_chrysodon	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.10	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Leucopaxillus..s__Leucopaxillus_laterarius	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.11	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella...2	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.2	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..s__Mortierella_yunnanensis	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.2	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.12	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria.1	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae.....1	k__Fungi..p__Basidiomycota..........	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste.1	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__Pyrenochaeta..s__Pyrenochaeta_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....1	k__Fungi..p__Ascomycota..........	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..s__Mortierella_globalpina	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Exophiala..s__Exophiala_xenobiotica	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Polyporales..f__Ganodermataceae..g__Ganoderma..s__Ganoderma_applanatum	k__Fungi..p__Ascomycota..c__Laboulbeniomycetes..o__Pyxidiophorales..f__unidentified..g__unidentified..s__Pyxidiophorales_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Tremellodendropsidales..f__unidentified..g__unidentified..s__Tremellodendropsidales_sp	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Exophiala..	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiales_fam_Incertae_sedis..g__Leptodophora..s__Leptodophora_orchidicola	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae.....1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Hymenogastraceae..g__Hebeloma..	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..s__Basidioascus_undulatus	k__Fungi..p__Ascomycota...........1	k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Pertusariales..f__Pertusariaceae..g__Varicellaria..s__Varicellaria_sp	k__Fungi..p__Basidiomycota...........1	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...1	k__Fungi.............3	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae.1	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria.2	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Ploettnerulaceae..g__Cadophora..s__Cadophora_ramosa	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp	k__Fungi..p__Ascomycota...........2	k__Fungi..p__Basidiomycota...........2	k__Fungi.............4	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Lycoperdaceae..g__Bovista..s__Bovista_promontorii	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__unidentified..g__unidentified..s__Mytilinidiales_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_longisterigmata	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Tricharina..s__Tricharina_sp	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Didymosphaeriaceae..g__Paraphaeosphaeria..s__Paraphaeosphaeria_viciae	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales......	k__Fungi..p__Ascomycota..c__Sordariomycetes..o__Hypocreales..f__Hypocreales_fam_Incertae_sedis..g__Trichothecium..s__Trichothecium_crotocinigenum	k__Fungi..p__Ascomycota...........3	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Pezizomycotina_fam_Incertae_sedis....	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Boletales..f__Rhizopogonaceae..g__Rhizopogon..s__Rhizopogon_pseudoroseolus
ASCC1_C2_4_0923_SJ_1C_5	253	91	49	195	0	0	0	107	0	890	305	0	0	145	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	28	0	0	0	0	0	0	5	0	0	0	9	0	0	0
ASCC100_11_73_0923_TP_1C_5	84	62	0	0	778	793	219	0	0	0	440	94	234	0	605	0	64	206	19	0	0	112	0	387	138	0	368	0	0	89	0	309	0	0	8	0	0	129	0	105	0	0	0	207	0	0	0	0	0	0	0	0	0	76	0	0	157	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASCC101_10_68_0928_TP_1C_5	1078	279	0	235	0	0	541	494	170	1869	446	0	0	474	0	218	0	0	65	0	0	0	0	0	0	0	0	22	0	0	57	0	53	24	0	0	7	0	80	0	0	414	0	0	7	0	0	0	0	0	219	7	0	0	407	0	0	0	0	42	0	0	9	0	0	0	27	0	0	0	61	39	0	35	0	0	0	0	12	0	0	0	5	0	0	35	0	0	7	0	14	0	0	0	0	9	0
ASCC102_12_82_0923_TP_1C_5	165	128	378	39	363	634	152	0	0	0	729	537	178	0	0	0	0	72	0	0	21	0	157	0	11	0	137	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASCC106_7_43_0923_TP_1C_5	274	194	2312	0	0	69	299	0	0	0	56	75	0	0	4	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	18	0	178	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
ASCC108_15_100_0923_TP_1C_5	459	407	0	98	0	1003	0	76	0	0	58	0	134	0	0	0	328	17	821	0	290	0	0	56	123	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	16	0	17	0	15	23	0	0	0	12	0	0	7	0	0	0	6	0	0	0	40	26	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC109_6_39_0923_TP_1C_5	382	847	400	0	0	579	593	158	0	0	1361	175	914	0	0	0	918	39	0	0	0	33	155	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	13	65	0	0	0	13	0	0	0	0	0	0	0	14	0	207	0	0	0	50	8	0	0	33	10	0	27	0	3	0	0	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	164	0	70	0	0	0	2	0	0	0	0	0	4
ASCC110_1_3_0923_TP_1C_5	130	728	0	0	0	646	1085	0	0	0	565	763	986	0	0	0	111	447	0	0	0	57	0	0	217	0	15	0	0	622	0	0	0	0	21	0	43	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	17	0	0	0	15	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASCC114_9_60_0923_TP_1C_5	305	137	0	58	0	174	905	152	0	192	537	2521	454	0	0	0	83	80	0	0	915	96	0	595	45	0	0	0	0	0	0	0	0	0	0	54	0	21	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC115_3_15_0923_TP_1C_5	343	1507	588	49	0	0	56	28	0	0	0	112	137	0	0	0	76	45	37	0	0	500	873	48	297	0	0	0	748	541	0	0	0	0	4	0	93	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	77	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0
ASCC116_4_24_0923_TP_1C_5	344	130	0	0	2997	200	311	30	0	0	158	0	914	0	14	0	151	88	193	0	0	382	17	38	74	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	13	0	0	0	77	0	0	13	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC118_16_110_0923_TP_1C_5	58	5	44	10	0	4164	59	0	0	0	0	185	0	0	749	0	0	0	0	0	346	42	28	0	0	0	0	0	0	0	0	910	0	0	0	0	50	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC119_11_72_0923_TP_1C_5	308	483	0	0	16	467	487	54	0	0	1358	359	773	0	0	0	37	69	0	0	0	0	0	0	71	0	84	0	0	43	0	12	0	0	0	0	51	116	0	5	0	0	0	550	0	0	0	0	0	0	0	0	0	62	0	0	13	0	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	7	0	0	0	0	0	16	0	0	0	10
ASCC12_T1A_6_0923_SJ_1C_5	2169	385	0	70	4	297	0	203	0	0	0	0	0	69	0	251	74	0	0	0	0	0	0	0	62	0	0	0	0	0	1821	329	33	0	0	0	140	0	0	0	0	331	72	0	0	66	0	0	0	0	0	0	0	0	115	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC121_6_38_0923_TP_1C_5	72	306	133	19	0	37	440	0	0	0	291	42	325	0	0	0	0	0	0	72	0	0	0	0	0	0	0	8	63	1447	0	0	0	0	2	50	16	0	40	0	33	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0
ASCC122_8_52_0923_TP_1C_5	0	53	5	1508	0	0	0	108	4	25	0	0	0	152	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	29	0	56	0	0	0	0	5	0	14	102	0	0	0	0	0	26	0	0	140	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
ASCC125_14_97_0923_TP_1C_5	0	583	459	0	0	563	108	276	0	29	101	266	1239	0	138	0	12	529	2778	0	839	656	5	0	169	0	0	0	0	0	0	0	0	0	0	0	0	156	0	33	0	0	0	92	0	0	0	0	0	0	0	0	0	69	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0	0	64	0	16	0	0	0	0	0	0	0	18	0	11
ASCC127_5_32_0923_TP_1C_5	100	258	0	0	0	778	0	65	0	0	250	2685	1188	0	0	0	720	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	372	0	0	0	0	140	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASCC129_13_87_0923_TP_1C_5	0	194	0	0	0	248	42	50	0	23	945	0	553	0	0	0	93	93	0	0	0	697	10	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	134	0	0	24	0	0	0	121	0	0	0	0	37	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASCC13_T3A_4_0923_SJ_1C_5	55	409	37	0	0	0	203	61	0	268	0	0	582	0	97	0	29	699	0	0	0	0	0	47	236	0	83	0	0	9	0	0	0	0	0	0	49	127	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC131_5_33_0923_TP_1C_5	0	535	1743	0	0	0	696	0	0	0	646	90	389	0	35	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	8	0	0	0	49	0	139	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	36	0	0	21	3	0	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0
ASCC132_1_4_0923_TP_1C_5	250	2013	0	0	0	94	513	0	0	0	387	47	404	0	11	0	111	43	0	103	0	0	427	0	54	0	0	0	0	0	0	38	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	0	0	45	0	0	212	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	11	0	2
ASCC136_4_26_0923_TP_1C_5	421	558	0	0	0	77	361	32	8	0	361	182	1524	0	123	0	76	0	44	0	0	0	0	26	124	0	0	0	0	0	0	99	0	0	0	150	0	0	0	92	0	0	0	57	0	0	0	0	0	0	0	0	0	255	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3
ASCC139_14_94_0923_TP_1C_5	993	930	15	400	0	351	244	696	0	0	147	620	816	0	0	0	82	72	2	0	0	193	0	0	89	0	0	0	65	317	0	0	0	0	24	44	0	0	0	492	0	0	0	25	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	48	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	11	0	0
ASCC14_C1_2_0923_SJ_1C_5	429	186	0	402	0	0	392	1590	0	2646	520	0	0	412	0	1131	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	246	0	0	0	0	0	0	0	0	9	197	0	0	0	0	0	930	0	1134	0	29	0	0	0	0	0	0	194	26	0	42	0	0	0	11	0	6	0	0	0	0	0	38	0	0	0	0	0	31	0	42	0	0	0	0	0	0	0	0	18	0	8	0	0	0
ASCC143_1_3_0923_TP_1C_5	0	349	0	0	0	682	847	0	0	0	365	715	546	0	0	0	35	376	0	0	0	0	0	0	95	0	28	0	0	396	0	0	0	0	81	0	24	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	18	17	6	0	0	0	0	0	0	0	0	0	18	0	0	0	12	0	0	0	9	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASCC148_10_67_0923_TP_1C_5	0	75	0	0	2606	118	329	0	0	0	201	311	99	0	0	0	197	153	0	0	65	0	290	0	55	0	10	0	30	21	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	24	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	124	0	0
