feature	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Linnemannia..s__Linnemannia_amoeboidea	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_ahsii	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_portentosum	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.2	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.1	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.4	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.5	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.6	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	k__Fungi............	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum	k__Fungi.............1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_mucosus	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Pseudotomentella..s__Pseudotomentella_nigra	k__Fungi.............2	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.2	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma...1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Hymenochaetales..f__Rickenellaceae..g__Alloclavaria..s__Alloclavaria_purpurea	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Hydnum..s__Hydnum_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.4	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.5	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_adusta	k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.1	k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.1	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae....	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.8	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales......	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp	k__Fungi.............3	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.2	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes........	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae....	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_viridibasidia	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....1	k__Fungi..p__Basidiomycota..........	k__Fungi..p__Basidiomycota..c__Agaricomycetes........	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__Pyrenochaeta..s__Pyrenochaeta_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae.....1	k__Fungi..p__Ascomycota..........	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Sarcosomataceae..g__Pseudoplectania..s__Pseudoplectania_lignicola	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp.1	k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp.2	k__Fungi.............4	k__Fungi.............5	k__Fungi..p__Ascomycota..c__Leotiomycetes.........1	k__Fungi.............6	k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__unidentified..f__unidentified..g__unidentified..s__Microbotryomycetes_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala...1	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales......	k__Fungi..p__Basidiomycota...........1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Thelephora..s__Thelephora_terrestris	k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.2	k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__Saccharomycetales_fam_Incertae_sedis..g__Candida..s__Candida_santamariae	k__Fungi..p__Basidiomycota...........2	k__Fungi..p__Ascomycota...........1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae..g__Clavaria..	k__Fungi..p__Basidiomycota...........3	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_fortinii	k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp	k__Fungi.............7	k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola	k__Fungi.............8	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.2	k__Fungi..p__Ascomycota...........2	k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........2	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Mycenaceae..g__Mycena..s__Mycena_pseudotenax	k__Fungi.............9	k__Fungi..p__Calcarisporiellomycota..c__Calcarisporiellomycetes..o__Calcarisporiellales..f__Calcarisporiellaceae..g__Calcarisporiella..s__Calcarisporiella_sp	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Ceratobasidiaceae..g__unidentified..s__Ceratobasidiaceae_sp	k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp.1	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentellopsis..s__Tomentellopsis_sp	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Warcupia..s__Warcupia_terrestris	k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Trichophaea..s__Trichophaea_minuta	k__Fungi.............10	k__Fungi..p__Mucoromycota..c__Umbelopsidomycetes..o__Umbelopsidales..f__Umbelopsidaceae..g__Umbelopsis..s__Umbelopsis_changbaiensis	k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Boletales..f__Rhizopogonaceae..g__Rhizopogon..s__Rhizopogon_pseudoroseolus	k__Fungi..p__Mucoromycota..c__Umbelopsidomycetes..o__Umbelopsidales..f__Umbelopsidaceae..g__Umbelopsis..s__Umbelopsis_dimorpha	k__Fungi..p__Basidiomycota..c__Tritirachiomycetes..o__Tritirachiales..f__Tritirachiaceae..g__Paratritirachium..s__Paratritirachium_sp	k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae....	k__Fungi..p__Calcarisporiellomycota..c__Calcarisporiellomycetes..o__Calcarisporiellales..f__Calcarisporiellaceae....
ASCC103_11_73_0923_TP_1C_15	852	150	0	0	93	468	2688	104	0	0	877	452	704	0	121	215	0	0	0	0	0	0	0	102	0	0	305	0	0	0	0	0	0	498	0	0	16	0	0	0	46	0	58	504	88	0	0	0	0	1583	0	7	143	0	0	597	0	0	0	0	0	10	0	0	4	0	31	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	32	86	0	0	14	0	113	0	0	119	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASCC104_5_32_0923_TP_1C_15	106	192	0	0	0	262	0	0	60	0	407	1111	1527	0	177	0	0	0	0	0	0	0	0	0	373	36	0	0	0	0	0	0	0	0	0	2346	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC105_3_15_0923_TP_1C_15	535	1165	634	0	0	0	0	121	201	0	340	400	1325	0	165	67	1162	373	0	158	0	25	275	0	148	0	0	0	0	0	0	253	252	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	320	0	0	0	48	0	0	0	0	0	0	32	0	25	0	11	0	77	0	12	0	0	0	0	0	0	71	0	0	0	0	0	0	0	97	0	0	0	0	35	0	33	0	0	0	18	9	0	0	0	33	0	0	0	0	0	0	11	0	0	0	0	0	0
ASCC111_7_44_0923_TP_1C_15	701	38	104	0	0	396	0	243	15	0	56	417	68	0	204	109	0	0	0	0	0	0	0	0	288	0	0	476	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	131	0	24	0	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	203	0	0	0	0	27	0	0	7	0	0	0	0	82	11	0	0	0	0	0	0	0	0	0	0	19	0	0
ASCC112_8_51_0923_TP_1C_15	245	24	535	0	0	0	0	0	13	52	0	121	80	0	198	25	94	9	27	0	0	0	0	0	79	0	0	256	2185	0	25	0	0	0	0	0	20	0	239	0	114	0	0	0	0	0	25	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASCC113_12_84_0923_TP_1C_15	1701	132	0	0	0	502	0	0	57	0	0	105	0	327	174	324	1848	0	0	452	0	0	78	0	93	0	0	77	0	0	5	0	0	0	36	0	41	0	0	0	82	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	4	55	0	0	0	0	0	0	21	0	0	0	0	0	0	69	0	0	0	0	0	0	15	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	25	0	0	0	0
ASCC117_14_94_0923_TP_1C_15	3139	190	7	98	0	201	0	0	168	0	52	463	104	0	145	98	932	117	0	253	0	0	0	0	288	0	0	0	0	0	0	24	107	0	0	0	0	26	312	0	0	1208	0	0	0	0	502	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0
ASCC120_3_16_0923_TP_1C_15	371	144	306	0	0	163	0	207	0	174	166	263	79	0	407	189	0	0	0	35	0	225	238	0	232	0	1260	0	0	0	0	57	0	0	0	0	0	0	285	0	0	28	0	0	0	10	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	46	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	194	0	0	0	12	0	0	0	0	0	0	12	52	8	49	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0
ASCC123_2_12_0923_TP_1C_15	761	241	0	0	0	121	0	248	0	577	135	676	153	0	1230	39	0	353	2	274	0	0	0	0	254	0	0	170	0	0	0	0	125	0	0	0	0	0	148	0	49	0	0	0	0	66	0	493	0	0	0	0	0	0	0	0	0	0	0	90	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	71	13	0	0	0	53	10	0	0	0	0	0	6	0	25	0	0	0	2
ASCC124_4_24_0923_TP_1C_15	404	70	0	0	8078	88	0	89	62	67	46	0	391	26	393	90	492	1319	0	171	0	0	63	0	56	0	93	0	0	0	0	0	0	0	0	0	0	0	0	174	43	0	0	197	118	0	0	0	0	188	0	0	0	68	0	0	0	0	0	0	314	0	10	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	20	18	0	0	0	0	0	0	0	0	26	7	0	0	15	0	4	0	0	9	0	0	0	0	0	0	0	0	0
ASCC126_6_39_0923_TP_1C_15	419	604	209	0	0	202	0	348	193	0	525	185	715	0	1159	107	0	0	0	46	0	0	344	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	41	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	43	32	0	5	0	0	25	25	0	0	0	0	0	7
ASCC128_15_100_0923_TP_1C_15	451	1049	20	459	0	523	0	0	125	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	54	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC130_4_26_0923_TP_1C_15	211	120	0	0	0	156	0	211	0	91	70	275	703	179	179	0	1820	50	0	0	0	324	2	0	285	0	0	884	0	0	0	0	0	0	0	0	0	90	0	1184	0	0	0	0	0	0	367	0	0	282	0	0	17	0	0	0	0	0	320	576	0	108	10	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	56	0	0	0	0	0	18	0	0	0	0	0	42	0	0	12	0	0	6	12	0	0	0	0	4	0	0	0	0
ASCC133_2_12_0923_TP_1C_15	742	222	0	0	0	145	0	219	0	607	100	576	159	0	980	0	0	270	0	191	0	0	0	0	234	0	0	151	0	0	0	0	82	0	0	0	0	0	159	0	38	0	0	0	0	45	0	559	0	0	0	0	0	0	0	0	0	0	0	98	0	8	0	0	0	0	0	0	9	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	17	0	0	0	0	37	0	0	0	0	12	0	0	0	48	0	0	4	0	6	0	0	0	24	0	0	5	0
ASCC134_10_67_0923_TP_1C_15	643	0	0	0	980	56	23	95	21	0	99	316	0	0	1173	146	0	0	0	0	0	0	72	0	113	315	0	0	67	0	0	0	0	175	0	0	0	36	0	0	27	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	37	0	164	22	0	0	0	0	0	40	0	0	0	0	0	0	0	188	0	0	27	0	0	68	0	0	0	6	0	45	0	0	0	5	0	0	0	0	0	0	0	0	0	9	18	0	3
ASCC135_16_111_0923_TP_1C_15	86	0	0	0	380	110	0	55	7	0	0	77	0	0	146	0	256	70	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASCC137_6_38_0923_TP_1C_15	91	461	118	382	0	42	0	0	61	0	12	0	56	0	0	0	0	0	0	16	0	0	0	0	41	0	0	0	0	0	0	624	133	0	0	0	0	54	23	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC138_2_13_0923_TP_1C_15	251	130	0	0	0	395	0	0	3168	476	0	129	727	0	381	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	101	11	0	50	0	0	0	0	0	0	0	0	0	0	8	0	41	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	32	0	0	0	0	0	0	41	4	0	0	0	81	13	47	0	0	25	0	0	9
ASCC140_5_33_0923_TP_1C_15	289	754	435	0	0	252	637	1584	21	0	1522	900	1006	5861	425	142	0	3	0	0	0	0	0	0	327	0	0	27	0	0	0	0	0	280	3	0	0	0	0	0	34	0	0	0	0	60	0	151	0	0	0	0	0	0	0	0	0	0	3	397	0	0	35	0	12	0	0	0	14	0	0	0	0	0	0	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	19	0	0	0	15	9	0	0	19	0	5	0	0	0	0	0	0	0
ASCC141_7_43_0923_TP_1C_15	564	207	1164	0	0	131	0	225	19	78	53	149	0	246	1146	0	0	0	0	0	0	0	4	0	363	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	3044	0	0	0	65	0	87	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	23	0	6	0	0	0	0	106	0	33	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	107	0	0	0	0	2	0	0	0	0	0	69	0	0	19	13	0	2
ASCC142_9_58_0923_TP_1C_15	748	13	0	0	0	148	0	116	0	143	328	159	429	0	591	421	41	0	9	0	0	0	0	0	705	0	694	0	2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	45	0	34	628	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	56	50	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0
ASCC145_15_101_0923_TP_1C_15	858	171	0	136	0	327	0	730	0	277	441	369	119	0	242	0	0	0	0	270	0	56	143	0	433	0	0	0	34	293	0	0	0	0	0	0	36	0	18	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	16	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	7	0
ASCC146_12_82_0923_TP_1C_15	326	20	105	0	6189	80	94	159	0	0	578	550	315	0	73	0	0	0	13	57	0	0	58	0	79	0	247	0	0	0	0	0	0	26	0	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC151_9_60_0923_TP_1C_15	357	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC153_13_87_0923_TP_1C_15	91	118	0	0	24	598	0	0	42	0	379	90	434	0	157	51	2012	0	0	787	0	105	32	0	30	102	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	71	0	1727	23	0	0	0	0	0	0	0	68	0	0	0	0	141	0	0	0	0	49	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	27	0	0	0	0	0	53	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0
ASCC156_8_52_0923_TP_1C_15	705	923	0	0	0	0	296	256	0	211	194	1117	398	0	808	99	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	17	0	23	0	0	0	64	0	62	1022	0	0	0	0	191	0	0	23	0	0	91	0	0	0	0	0	0	0	0	0	38	0	0	0	17	3	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	74	0	0	0	35	27	0	0	0	14	0	0	0	0	7	0	0	0	0	0	23	0	0
